,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시
Namsan1 6,1673.083,1823.400,1798.416,1762.116,1795.600,1796.700,1812.033,1702.750,1642.166,1598.200,1660.266,1657.500,1552.516,1489.383,1757.733
