,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시
Jangchundanro 6,1109.433,1304.566,1377.333,1387.266,1440.800,1463.050,1494.083,1499.566,1498.300,1527.183,1474.616,1453.550,1152.316,966.233,908.883
