,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시
Namsan1 45,1999.533,1975.000,2033.000,2023.000,2066.533,2046.250,1997.300,1814.000,1770.000,1714.033,1800.000,1745.066,1770.133,1769.000,1770.633
