,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시
Jangchundanro 45 speed,33.345,31.488,29.669,28.183,27.197,26.457,26.344,26.244,25.611,25.398,25.336,24.944,25.415,26.440,27.389
