,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시
Namsan1 6 speed,48.577,43.120,39.514,34.943,35.537,36.328,37.866,35.055,32.815,33.122,34.988,34.752,36.577,41.313,41.855
