,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시
Jangchundanro 6 speed,33.393,31.356,29.520,27.502,26.485,25.769,25.751,25.568,25.081,24.968,25.049,24.900,25.205,26.358,27.140
