,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시
Namsan1 45 speed,48.547,43.041,38.393,35.275,35.424,35.422,37.959,33.992,29.737,30.205,31.642,32.151,32.622,38.494,41.353
